Planning_Area,Subzone,Subzone_Lat,Subzone_Long,Hospital_Polyclinic,Hospital_Polyclinic_Lat,Hospital_Polyclinic_Long,Duration (min),WalkTime (min),WalkDistance (m),Transfers,TransitTime (min),Heuristic Distance (km),Weekend,Peak Hour
Jurong East,International Business Park,1.326341616,103.7480871,BUKIT BATOK POLYCLINIC,1.352161,103.748974,30.18,13.65,880.59,0,16.53,2.87267687131011,0,1
Jurong East,International Business Park,1.326341616,103.7480871,BUKIT BATOK POLYCLINIC,1.352161,103.748974,31.4,13.65,880.59,0,17.75,2.87267687131011,0,1
Jurong East,International Business Park,1.326341616,103.7480871,BUKIT BATOK POLYCLINIC,1.352161,103.748974,30.18,13.65,880.59,0,16.53,2.87267687131011,1,0
Jurong East,International Business Park,1.326341616,103.7480871,BUKIT BATOK POLYCLINIC,1.352161,103.748974,31.4,13.65,880.59,0,17.75,2.87267687131011,1,0
Jurong East,International Business Park,1.326341616,103.7480871,BUKIT BATOK POLYCLINIC,1.352161,103.748974,34.77,13.65,880.59,1,17.25,2.87267687131011,1,0
Jurong East,International Business Park,1.326341616,103.7480871,BUKIT BATOK POLYCLINIC,1.352161,103.748974,30.18,13.65,880.59,0,16.53,2.87267687131011,1,1
Jurong East,International Business Park,1.326341616,103.7480871,BUKIT BATOK POLYCLINIC,1.352161,103.748974,31.4,13.65,880.59,0,17.75,2.87267687131011,1,1
Jurong East,International Business Park,1.326341616,103.7480871,JURONG POLYCLINIC,1.350189,103.730642,26.38,13.25,835.98,0,13.13,3.28517170053717,0,0
Jurong East,International Business Park,1.326341616,103.7480871,JURONG POLYCLINIC,1.350189,103.730642,28.52,13.25,835.98,1,12.1,3.28517170053717,0,0
Jurong East,International Business Park,1.326341616,103.7480871,JURONG POLYCLINIC,1.350189,103.730642,29.9,13.25,835.98,1,12.62,3.28517170053717,0,0
Jurong East,International Business Park,1.326341616,103.7480871,JURONG POLYCLINIC,1.350189,103.730642,26.38,13.25,835.98,0,13.13,3.28517170053717,0,1
Jurong East,International Business Park,1.326341616,103.7480871,JURONG POLYCLINIC,1.350189,103.730642,29.83,13.25,835.98,1,12.6,3.28517170053717,0,1
Jurong East,International Business Park,1.326341616,103.7480871,JURONG POLYCLINIC,1.350189,103.730642,30.02,13.25,835.98,1,12.1,3.28517170053717,0,1
Jurong East,International Business Park,1.326341616,103.7480871,JURONG POLYCLINIC,1.350189,103.730642,26.38,13.25,835.98,0,13.13,3.28517170053717,1,0
Jurong East,International Business Park,1.326341616,103.7480871,JURONG POLYCLINIC,1.350189,103.730642,28.52,13.25,835.98,1,12.1,3.28517170053717,1,0
Jurong East,International Business Park,1.326341616,103.7480871,JURONG POLYCLINIC,1.350189,103.730642,29.9,13.25,835.98,1,12.62,3.28517170053717,1,0
Jurong East,International Business Park,1.326341616,103.7480871,JURONG POLYCLINIC,1.350189,103.730642,26.38,13.25,835.98,0,13.13,3.28517170053717,1,1
Jurong East,International Business Park,1.326341616,103.7480871,JURONG POLYCLINIC,1.350189,103.730642,29.83,13.25,835.98,1,12.6,3.28517170053717,1,1
Jurong East,International Business Park,1.326341616,103.7480871,JURONG POLYCLINIC,1.350189,103.730642,30.02,13.25,835.98,1,12.1,3.28517170053717,1,1
Jurong East,International Business Park,1.326341616,103.7480871,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,35.62,18.18,1196.18,0,17.43,5.26599521432236,0,0
Jurong East,International Business Park,1.326341616,103.7480871,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,35.62,18.18,1196.18,0,17.43,5.26599521432236,0,0
Jurong East,International Business Park,1.326341616,103.7480871,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,35.62,18.18,1196.18,0,17.43,5.26599521432236,0,0
Jurong East,International Business Park,1.326341616,103.7480871,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,35.62,18.18,1196.18,0,17.43,5.26599521432236,0,1
Jurong East,International Business Park,1.326341616,103.7480871,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,35.62,18.18,1196.18,0,17.43,5.26599521432236,0,1
Jurong East,International Business Park,1.326341616,103.7480871,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,41.97,13.63,904.83,1,25.42,5.26599521432236,0,1
Jurong East,International Business Park,1.326341616,103.7480871,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,35.62,18.18,1196.18,0,17.43,5.26599521432236,1,0
Jurong East,International Business Park,1.326341616,103.7480871,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,35.62,18.18,1196.18,0,17.43,5.26599521432236,1,0
Jurong East,International Business Park,1.326341616,103.7480871,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,35.62,18.18,1196.18,0,17.43,5.26599521432236,1,0
Jurong East,International Business Park,1.326341616,103.7480871,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,35.62,18.18,1196.18,0,17.43,5.26599521432236,1,1
Jurong East,International Business Park,1.326341616,103.7480871,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,35.62,18.18,1196.18,0,17.43,5.26599521432236,1,1
Jurong East,International Business Park,1.326341616,103.7480871,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,41.97,13.63,904.83,1,25.42,5.26599521432236,1,1
Jurong East,Jurong Gateway,1.333107045,103.742681,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,6.02,6.02,391.98,0,0.0,0.251992504314461,0,0
Jurong East,Jurong Gateway,1.333107045,103.742681,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,6.02,6.02,391.98,0,0.0,0.251992504314461,0,1
Jurong East,Jurong Gateway,1.333107045,103.742681,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,6.02,6.02,391.98,0,0.0,0.251992504314461,1,0
Jurong East,Jurong Gateway,1.333107045,103.742681,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,6.02,6.02,391.98,0,0.0,0.251992504314461,1,1
Jurong East,Jurong Gateway,1.333107045,103.742681,BUKIT BATOK POLYCLINIC,1.352161,103.748974,13.02,10.18,684.08,0,2.83,2.2312067852952,0,0
Jurong East,Jurong Gateway,1.333107045,103.742681,BUKIT BATOK POLYCLINIC,1.352161,103.748974,13.02,10.18,684.08,0,2.83,2.2312067852952,0,1
Jurong East,Jurong Gateway,1.333107045,103.742681,BUKIT BATOK POLYCLINIC,1.352161,103.748974,13.02,10.18,684.08,0,2.83,2.2312067852952,1,0
Jurong East,Jurong Gateway,1.333107045,103.742681,BUKIT BATOK POLYCLINIC,1.352161,103.748974,13.02,10.18,684.08,0,2.83,2.2312067852952,1,1
Jurong East,Jurong Gateway,1.333107045,103.742681,JURONG POLYCLINIC,1.350189,103.730642,21.33,6.97,446.32,1,12.35,2.32355162539413,0,0
Jurong East,Jurong Gateway,1.333107045,103.742681,JURONG POLYCLINIC,1.350189,103.730642,21.43,9.07,584.96,0,12.37,2.32355162539413,0,0
Jurong East,Jurong Gateway,1.333107045,103.742681,JURONG POLYCLINIC,1.350189,103.730642,22.08,11.38,723.66,0,10.7,2.32355162539413,0,0
Jurong East,Jurong Gateway,1.333107045,103.742681,JURONG POLYCLINIC,1.350189,103.730642,18.58,10.33,645.44,0,8.25,2.32355162539413,0,1
Jurong East,Jurong Gateway,1.333107045,103.742681,JURONG POLYCLINIC,1.350189,103.730642,19.03,9.07,584.96,0,9.97,2.32355162539413,0,1
Jurong East,Jurong Gateway,1.333107045,103.742681,JURONG POLYCLINIC,1.350189,103.730642,21.22,11.98,747.01,0,9.23,2.32355162539413,0,1
Jurong East,Jurong Gateway,1.333107045,103.742681,JURONG POLYCLINIC,1.350189,103.730642,21.33,6.97,446.32,1,12.35,2.32355162539413,1,0
Jurong East,Jurong Gateway,1.333107045,103.742681,JURONG POLYCLINIC,1.350189,103.730642,21.43,9.07,584.96,0,12.37,2.32355162539413,1,0
Jurong East,Jurong Gateway,1.333107045,103.742681,JURONG POLYCLINIC,1.350189,103.730642,22.08,11.38,723.66,0,10.7,2.32355162539413,1,0
Jurong East,Jurong Gateway,1.333107045,103.742681,JURONG POLYCLINIC,1.350189,103.730642,18.58,10.33,645.44,0,8.25,2.32355162539413,1,1
Jurong East,Jurong Gateway,1.333107045,103.742681,JURONG POLYCLINIC,1.350189,103.730642,19.03,9.07,584.96,0,9.97,2.32355162539413,1,1
Jurong East,Jurong Gateway,1.333107045,103.742681,JURONG POLYCLINIC,1.350189,103.730642,21.22,11.98,747.01,0,9.23,2.32355162539413,1,1
Jurong East,Jurong Gateway,1.333107045,103.742681,CLEMENTI POLYCLINIC,1.312991,103.765878,11.87,7.2,468.77,0,4.67,3.41364656948446,0,0
Jurong East,Jurong Gateway,1.333107045,103.742681,CLEMENTI POLYCLINIC,1.312991,103.765878,11.87,7.2,468.77,0,4.67,3.41364656948446,0,1
Jurong East,Jurong Gateway,1.333107045,103.742681,CLEMENTI POLYCLINIC,1.312991,103.765878,11.87,7.2,468.77,0,4.67,3.41364656948446,1,0
Jurong East,Jurong Gateway,1.333107045,103.742681,CLEMENTI POLYCLINIC,1.312991,103.765878,11.87,7.2,468.77,0,4.67,3.41364656948446,1,1
Jurong East,Jurong Gateway,1.333107045,103.742681,PIONEER POLYCLINIC,1.338732,103.700228,19.53,10.55,679.85,0,8.98,4.76054261404338,0,0
Jurong East,Jurong Gateway,1.333107045,103.742681,PIONEER POLYCLINIC,1.338732,103.700228,19.93,6.63,418.78,1,9.72,4.76054261404338,0,0
Jurong East,Jurong Gateway,1.333107045,103.742681,PIONEER POLYCLINIC,1.338732,103.700228,20.45,6.63,418.78,1,9.72,4.76054261404338,0,0
Jurong East,Jurong Gateway,1.333107045,103.742681,PIONEER POLYCLINIC,1.338732,103.700228,19.53,10.55,679.85,0,8.98,4.76054261404338,0,1
Jurong East,Jurong Gateway,1.333107045,103.742681,PIONEER POLYCLINIC,1.338732,103.700228,19.57,6.63,418.78,1,9.72,4.76054261404338,0,1
Jurong East,Jurong Gateway,1.333107045,103.742681,PIONEER POLYCLINIC,1.338732,103.700228,20.78,6.63,418.78,1,9.72,4.76054261404338,0,1
Jurong East,Jurong Gateway,1.333107045,103.742681,PIONEER POLYCLINIC,1.338732,103.700228,19.53,10.55,679.85,0,8.98,4.76054261404338,1,0
Jurong East,Jurong Gateway,1.333107045,103.742681,PIONEER POLYCLINIC,1.338732,103.700228,19.93,6.63,418.78,1,9.72,4.76054261404338,1,0
Jurong East,Jurong Gateway,1.333107045,103.742681,PIONEER POLYCLINIC,1.338732,103.700228,20.45,6.63,418.78,1,9.72,4.76054261404338,1,0
Jurong East,Jurong Gateway,1.333107045,103.742681,PIONEER POLYCLINIC,1.338732,103.700228,19.53,10.55,679.85,0,8.98,4.76054261404338,1,1
Jurong East,Jurong Gateway,1.333107045,103.742681,PIONEER POLYCLINIC,1.338732,103.700228,19.57,6.63,418.78,1,9.72,4.76054261404338,1,1
Jurong East,Jurong Gateway,1.333107045,103.742681,PIONEER POLYCLINIC,1.338732,103.700228,20.78,6.63,418.78,1,9.72,4.76054261404338,1,1
Jurong East,Jurong Port,1.309628288,103.7197112,PIONEER POLYCLINIC,1.338732,103.700228,38.12,20.38,1345.38,0,17.73,3.8940749208677,0,0
Jurong East,Jurong Port,1.309628288,103.7197112,PIONEER POLYCLINIC,1.338732,103.700228,40.67,15.3,991.98,1,22.57,3.8940749208677,0,0
Jurong East,Jurong Port,1.309628288,103.7197112,PIONEER POLYCLINIC,1.338732,103.700228,40.87,14.5,935.15,1,22.57,3.8940749208677,0,0
Jurong East,Jurong Port,1.309628288,103.7197112,PIONEER POLYCLINIC,1.338732,103.700228,38.12,20.38,1345.38,0,17.73,3.8940749208677,0,1
Jurong East,Jurong Port,1.309628288,103.7197112,PIONEER POLYCLINIC,1.338732,103.700228,38.72,14.82,989.91,1,20.9,3.8940749208677,0,1
Jurong East,Jurong Port,1.309628288,103.7197112,PIONEER POLYCLINIC,1.338732,103.700228,40.42,14.82,989.91,1,22.6,3.8940749208677,0,1
Jurong East,Jurong Port,1.309628288,103.7197112,PIONEER POLYCLINIC,1.338732,103.700228,38.12,20.38,1345.38,0,17.73,3.8940749208677,1,0
Jurong East,Jurong Port,1.309628288,103.7197112,PIONEER POLYCLINIC,1.338732,103.700228,40.67,15.3,991.98,1,22.57,3.8940749208677,1,0
Jurong East,Jurong Port,1.309628288,103.7197112,PIONEER POLYCLINIC,1.338732,103.700228,40.87,14.5,935.15,1,22.57,3.8940749208677,1,0
Jurong East,Jurong Port,1.309628288,103.7197112,PIONEER POLYCLINIC,1.338732,103.700228,38.12,20.38,1345.38,0,17.73,3.8940749208677,1,1
Jurong East,Jurong Port,1.309628288,103.7197112,PIONEER POLYCLINIC,1.338732,103.700228,38.72,14.82,989.91,1,20.9,3.8940749208677,1,1
Jurong East,Jurong Port,1.309628288,103.7197112,PIONEER POLYCLINIC,1.338732,103.700228,40.42,14.82,989.91,1,22.6,3.8940749208677,1,1
Jurong East,Jurong Port,1.309628288,103.7197112,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,35.67,14.27,945.16,1,16.97,3.89607747057869,0,0
Jurong East,Jurong Port,1.309628288,103.7197112,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,39.08,21.82,1423.72,0,17.27,3.89607747057869,0,0
Jurong East,Jurong Port,1.309628288,103.7197112,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,38.67,14.27,945.16,1,16.97,3.89607747057869,0,1
Jurong East,Jurong Port,1.309628288,103.7197112,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,39.08,21.82,1423.72,0,17.27,3.89607747057869,0,1
Jurong East,Jurong Port,1.309628288,103.7197112,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,35.67,14.27,945.16,1,16.97,3.89607747057869,1,0
Jurong East,Jurong Port,1.309628288,103.7197112,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,39.08,21.82,1423.72,0,17.27,3.89607747057869,1,0
Jurong East,Jurong Port,1.309628288,103.7197112,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,38.67,14.27,945.16,1,16.97,3.89607747057869,1,1
Jurong East,Jurong Port,1.309628288,103.7197112,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,39.08,21.82,1423.72,0,17.27,3.89607747057869,1,1
Jurong East,Jurong Port,1.309628288,103.7197112,JURONG POLYCLINIC,1.350189,103.730642,35.07,5.37,342.85,0,29.7,4.67096704566846,0,0
Jurong East,Jurong Port,1.309628288,103.7197112,JURONG POLYCLINIC,1.350189,103.730642,35.07,5.37,342.85,0,29.7,4.67096704566846,0,1
Jurong East,Jurong Port,1.309628288,103.7197112,JURONG POLYCLINIC,1.350189,103.730642,35.07,5.37,342.85,0,29.7,4.67096704566846,1,0
Jurong East,Jurong Port,1.309628288,103.7197112,JURONG POLYCLINIC,1.350189,103.730642,35.07,5.37,342.85,0,29.7,4.67096704566846,1,1
Jurong East,Jurong Port,1.309628288,103.7197112,CLEMENTI POLYCLINIC,1.312991,103.765878,46.35,10.05,638.59,1,31.55,5.14577279443802,0,0
Jurong East,Jurong Port,1.309628288,103.7197112,CLEMENTI POLYCLINIC,1.312991,103.765878,46.37,19.63,1218.24,1,23.05,5.14577279443802,0,0
Jurong East,Jurong Port,1.309628288,103.7197112,CLEMENTI POLYCLINIC,1.312991,103.765878,43.07,17.08,1098.63,1,23.98,5.14577279443802,0,1
Jurong East,Jurong Port,1.309628288,103.7197112,CLEMENTI POLYCLINIC,1.312991,103.765878,45.37,11.52,743.16,2,28.85,5.14577279443802,0,1
Jurong East,Jurong Port,1.309628288,103.7197112,CLEMENTI POLYCLINIC,1.312991,103.765878,46.35,10.05,638.59,1,31.55,5.14577279443802,0,1
Jurong East,Jurong Port,1.309628288,103.7197112,CLEMENTI POLYCLINIC,1.312991,103.765878,46.35,10.05,638.59,1,31.55,5.14577279443802,1,0
Jurong East,Jurong Port,1.309628288,103.7197112,CLEMENTI POLYCLINIC,1.312991,103.765878,46.37,19.63,1218.24,1,23.05,5.14577279443802,1,0
Jurong East,Jurong Port,1.309628288,103.7197112,CLEMENTI POLYCLINIC,1.312991,103.765878,43.07,17.08,1098.63,1,23.98,5.14577279443802,1,1
Jurong East,Jurong Port,1.309628288,103.7197112,CLEMENTI POLYCLINIC,1.312991,103.765878,45.37,11.52,743.16,2,28.85,5.14577279443802,1,1
Jurong East,Jurong Port,1.309628288,103.7197112,CLEMENTI POLYCLINIC,1.312991,103.765878,46.35,10.05,638.59,1,31.55,5.14577279443802,1,1
Jurong East,Jurong Port,1.309628288,103.7197112,BUKIT BATOK POLYCLINIC,1.352161,103.748974,51.5,13.32,866.63,1,31.35,5.74015854710746,0,0
Jurong East,Jurong Port,1.309628288,103.7197112,BUKIT BATOK POLYCLINIC,1.352161,103.748974,54.15,5.95,391.68,1,43.05,5.74015854710746,0,0
Jurong East,Jurong Port,1.309628288,103.7197112,BUKIT BATOK POLYCLINIC,1.352161,103.748974,54.38,7.32,477.16,1,41.12,5.74015854710746,0,0
Jurong East,Jurong Port,1.309628288,103.7197112,BUKIT BATOK POLYCLINIC,1.352161,103.748974,52.0,13.32,866.63,1,31.35,5.74015854710746,0,1
Jurong East,Jurong Port,1.309628288,103.7197112,BUKIT BATOK POLYCLINIC,1.352161,103.748974,52.65,5.95,391.68,1,43.05,5.74015854710746,0,1
Jurong East,Jurong Port,1.309628288,103.7197112,BUKIT BATOK POLYCLINIC,1.352161,103.748974,54.13,7.32,477.16,2,36.23,5.74015854710746,0,1
Jurong East,Jurong Port,1.309628288,103.7197112,BUKIT BATOK POLYCLINIC,1.352161,103.748974,51.5,13.32,866.63,1,31.35,5.74015854710746,1,0
Jurong East,Jurong Port,1.309628288,103.7197112,BUKIT BATOK POLYCLINIC,1.352161,103.748974,54.15,5.95,391.68,1,43.05,5.74015854710746,1,0
Jurong East,Jurong Port,1.309628288,103.7197112,BUKIT BATOK POLYCLINIC,1.352161,103.748974,54.38,7.32,477.16,1,41.12,5.74015854710746,1,0
Jurong East,Jurong Port,1.309628288,103.7197112,BUKIT BATOK POLYCLINIC,1.352161,103.748974,52.0,13.32,866.63,1,31.35,5.74015854710746,1,1
Jurong East,Jurong Port,1.309628288,103.7197112,BUKIT BATOK POLYCLINIC,1.352161,103.748974,52.65,5.95,391.68,1,43.05,5.74015854710746,1,1
Jurong East,Jurong Port,1.309628288,103.7197112,BUKIT BATOK POLYCLINIC,1.352161,103.748974,54.13,7.32,477.16,2,36.23,5.74015854710746,1,1
Jurong East,Jurong River,1.319415217,103.7287951,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,36.87,18.07,1245.29,2,14.03,2.41366589653994,0,0
Jurong East,Jurong River,1.319415217,103.7287951,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,40.05,27.0,1819.12,1,10.62,2.41366589653994,0,0
Jurong East,Jurong River,1.319415217,103.7287951,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,44.17,23.18,1559.87,1,17.72,2.41366589653994,0,0
Jurong East,Jurong River,1.319415217,103.7287951,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,43.22,23.18,1559.87,1,17.72,2.41366589653994,0,1
Jurong East,Jurong River,1.319415217,103.7287951,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,46.07,23.2,1583.06,0,22.87,2.41366589653994,0,1
Jurong East,Jurong River,1.319415217,103.7287951,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,46.77,34.17,2264.64,0,12.6,2.41366589653994,0,1
Jurong East,Jurong River,1.319415217,103.7287951,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,36.87,18.07,1245.29,2,14.03,2.41366589653994,1,0
Jurong East,Jurong River,1.319415217,103.7287951,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,40.05,27.0,1819.12,1,10.62,2.41366589653994,1,0
Jurong East,Jurong River,1.319415217,103.7287951,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,44.17,23.18,1559.87,1,17.72,2.41366589653994,1,0
Jurong East,Jurong River,1.319415217,103.7287951,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,43.22,23.18,1559.87,1,17.72,2.41366589653994,1,1
Jurong East,Jurong River,1.319415217,103.7287951,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,46.07,23.2,1583.06,0,22.87,2.41366589653994,1,1
Jurong East,Jurong River,1.319415217,103.7287951,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,46.77,34.17,2264.64,0,12.6,2.41366589653994,1,1
Jurong East,Jurong River,1.319415217,103.7287951,JURONG POLYCLINIC,1.350189,103.730642,37.07,15.17,1032.45,0,21.9,3.4280422215389,0,0
Jurong East,Jurong River,1.319415217,103.7287951,JURONG POLYCLINIC,1.350189,103.730642,39.37,15.17,1032.45,2,17.48,3.4280422215389,0,0
Jurong East,Jurong River,1.319415217,103.7287951,JURONG POLYCLINIC,1.350189,103.730642,37.07,15.17,1032.45,0,21.9,3.4280422215389,0,1
Jurong East,Jurong River,1.319415217,103.7287951,JURONG POLYCLINIC,1.350189,103.730642,37.07,15.17,1032.45,0,21.9,3.4280422215389,1,0
Jurong East,Jurong River,1.319415217,103.7287951,JURONG POLYCLINIC,1.350189,103.730642,39.37,15.17,1032.45,2,17.48,3.4280422215389,1,0
Jurong East,Jurong River,1.319415217,103.7287951,JURONG POLYCLINIC,1.350189,103.730642,37.07,15.17,1032.45,0,21.9,3.4280422215389,1,1
Jurong East,Jurong River,1.319415217,103.7287951,PIONEER POLYCLINIC,1.338732,103.700228,39.92,24.62,1679.51,0,15.3,3.83385249129802,0,0
Jurong East,Jurong River,1.319415217,103.7287951,PIONEER POLYCLINIC,1.338732,103.700228,41.72,24.62,1679.51,1,13.1,3.83385249129802,0,0
Jurong East,Jurong River,1.319415217,103.7287951,PIONEER POLYCLINIC,1.338732,103.700228,42.67,18.73,1269.28,1,20.13,3.83385249129802,0,0
Jurong East,Jurong River,1.319415217,103.7287951,PIONEER POLYCLINIC,1.338732,103.700228,39.92,24.62,1679.51,0,15.3,3.83385249129802,0,1
Jurong East,Jurong River,1.319415217,103.7287951,PIONEER POLYCLINIC,1.338732,103.700228,40.72,24.62,1679.51,1,13.1,3.83385249129802,0,1
Jurong East,Jurong River,1.319415217,103.7287951,PIONEER POLYCLINIC,1.338732,103.700228,43.45,19.53,1326.11,2,17.93,3.83385249129802,0,1
