"Planning_Area","Subzone","Subzone_Lat","Subzone_Long","Hospital_Polyclinic","Hospital_Polyclinic_Lat","Hospital_Polyclinic_Long","Distance_km"
"Ang Mo Kio","Cheng San",1.37271474467,103.854095277,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,6.2351322098305
"Ang Mo Kio","Cheng San",1.37271474467,103.854095277,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KHATIB",1.418365,103.834375,5.5291999590645
"Ang Mo Kio","Cheng San",1.37271474467,103.854095277,"NATIONAL HEALTHCARE GROUP POLYCLINICS - SEMBAWANG",1.448117,103.822965,9.07040333211979
"Ang Mo Kio","Cheng San",1.37271474467,103.854095277,"NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO",1.37451,103.84582,0.941314800046546
"Ang Mo Kio","Cheng San",1.37271474467,103.854095277,"NATIONAL HEALTHCARE GROUP POLYCLINICS - GEYLANG",1.319611,103.887229,6.95945701984822
"Ang Mo Kio","Cheng San",1.37271474467,103.854095277,"NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG",1.370231,103.889319,3.92530517529677
"Ang Mo Kio","Cheng San",1.37271474467,103.854095277,"NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH",1.334796,103.858977,4.25115105161069
"Ang Mo Kio","Cheng San",1.37271474467,103.854095277,"NATIONAL HEALTHCARE GROUP POLYCLINICS - WOODLANDS",1.431026,103.776064,10.8296310973963
"Ang Mo Kio","Cheng San",1.37271474467,103.854095277,"NATIONAL HEALTHCARE GROUP POLYCLINICS - YISHUN",1.430583,103.840191,6.61768476337127
"Ang Mo Kio","Cheng San",1.37271474467,103.854095277,"SINGHEALTH POLYCLINICS - BEDOK",1.327443,103.932362,10.0518060753179
"Ang Mo Kio","Cheng San",1.37271474467,103.854095277,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,10.6419958621749
"Ang Mo Kio","Cheng San",1.37271474467,103.854095277,"SINGHEALTH POLYCLINICS - MARINE PARADE",1.302615,103.908394,9.85861920142115
"Ang Mo Kio","Cheng San",1.37271474467,103.854095277,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,10.4438904666266
"Ang Mo Kio","Cheng San",1.37271474467,103.854095277,"SINGHEALTH POLYCLINICS - PASIR RIS",1.373674,103.948332,10.4761791685732
"Ang Mo Kio","Cheng San",1.37271474467,103.854095277,"SINGHEALTH POLYCLINICS - SENGKANG",1.392945,103.895375,5.11047619400972
"Ang Mo Kio","Cheng San",1.37271474467,103.854095277,"SINGHEALTH POLYCLINICS - TAMPINES",1.357631,103.946114,10.3657044410009
"Ang Mo Kio","Cheng San",1.37271474467,103.854095277,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,11.907046381504
"Ang Mo Kio","Cheng San",1.37271474467,103.854095277,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,10.4171063706485
"Ang Mo Kio","Cheng San",1.37271474467,103.854095277,"CHOA CHU KANG POLYCLINIC",1.382356,103.752076,11.3913064931081
"Ang Mo Kio","Cheng San",1.37271474467,103.854095277,"CLEMENTI POLYCLINIC",1.312991,103.765878,11.8436633149247
"Ang Mo Kio","Cheng San",1.37271474467,103.854095277,"JURONG POLYCLINIC",1.350189,103.730642,13.9502076481878
"Ang Mo Kio","Cheng San",1.37271474467,103.854095277,"PIONEER POLYCLINIC",1.338732,103.700228,17.5168937612337
"Ang Mo Kio","Cheng San",1.37271474467,103.854095277,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,10.0832423414564
"Ang Mo Kio","Chong Boon",1.36426476543,103.855652591,"ALEXANDRA HOSPITAL",1.286829,103.802524,10.4413362442896
"Ang Mo Kio","Chong Boon",1.36426476543,103.855652591,"CHANGI GENERAL HOSPITAL",1.340571,103.949908,10.8039634497581
"Ang Mo Kio","Chong Boon",1.36426476543,103.855652591,"INSTITUTE OF MENTAL HEALTH",1.382111,103.885799,3.89463645467321
"Ang Mo Kio","Chong Boon",1.36426476543,103.855652591,"KHOO TECK PUAT HOSPITAL",1.42457,103.839433,6.94380100449691
"Ang Mo Kio","Chong Boon",1.36426476543,103.855652591,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,6.03088390826196
"Ang Mo Kio","Chong Boon",1.36426476543,103.855652591,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,11.2520965130209
"Ang Mo Kio","Chong Boon",1.36426476543,103.855652591,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,12.7848514775452
"Ang Mo Kio","Chong Boon",1.36426476543,103.855652591,"SENGKANG GENERAL HOSPITAL",1.395568,103.894595,5.55476724421061
"Ang Mo Kio","Chong Boon",1.36426476543,103.855652591,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,9.63999837835118
"Ang Mo Kio","Chong Boon",1.36426476543,103.855652591,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,4.87081403536282
"Ang Mo Kio","Chong Boon",1.36426476543,103.855652591,"WOODLANDS HEALTH",1.425362,103.795606,9.52410897122705
"Ang Mo Kio","Chong Boon",1.36426476543,103.855652591,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,5.28469762607824
"Ang Mo Kio","Chong Boon",1.36426476543,103.855652591,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KHATIB",1.418365,103.834375,6.46395946181111
"Ang Mo Kio","Chong Boon",1.36426476543,103.855652591,"NATIONAL HEALTHCARE GROUP POLYCLINICS - SEMBAWANG",1.448117,103.822965,10.006945519789
"Ang Mo Kio","Chong Boon",1.36426476543,103.855652591,"NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO",1.37451,103.84582,1.57877007167142
"Ang Mo Kio","Chong Boon",1.36426476543,103.855652591,"NATIONAL HEALTHCARE GROUP POLYCLINICS - GEYLANG",1.319611,103.887229,6.08072735172638
"Ang Mo Kio","Chong Boon",1.36426476543,103.855652591,"NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG",1.370231,103.889319,3.80081395318479
"Ang Mo Kio","Chong Boon",1.36426476543,103.855652591,"NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH",1.334796,103.858977,3.2975505595238
"Ang Mo Kio","Chong Boon",1.36426476543,103.855652591,"NATIONAL HEALTHCARE GROUP POLYCLINICS - WOODLANDS",1.431026,103.776064,11.5490998550404
"Ang Mo Kio","Chong Boon",1.36426476543,103.855652591,"NATIONAL HEALTHCARE GROUP POLYCLINICS - YISHUN",1.430583,103.840191,7.5718983823342
"Ang Mo Kio","Chong Boon",1.36426476543,103.855652591,"SINGHEALTH POLYCLINICS - BEDOK",1.327443,103.932362,9.45936848040897
"Ang Mo Kio","Chong Boon",1.36426476543,103.855652591,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,9.85252855954628
"Ang Mo Kio","Chong Boon",1.36426476543,103.855652591,"SINGHEALTH POLYCLINICS - MARINE PARADE",1.302615,103.908394,9.02039890442818
"Ang Mo Kio","Chong Boon",1.36426476543,103.855652591,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,9.54913878642131
"Ang Mo Kio","Chong Boon",1.36426476543,103.855652591,"SINGHEALTH POLYCLINICS - PASIR RIS",1.373674,103.948332,10.3555280173715
"Ang Mo Kio","Chong Boon",1.36426476543,103.855652591,"SINGHEALTH POLYCLINICS - SENGKANG",1.392945,103.895375,5.44686311583368
"Ang Mo Kio","Chong Boon",1.36426476543,103.855652591,"SINGHEALTH POLYCLINICS - TAMPINES",1.357631,103.946114,10.0830301184584
"Ang Mo Kio","Chong Boon",1.36426476543,103.855652591,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,11.9349141284498
"Ang Mo Kio","Chong Boon",1.36426476543,103.855652591,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,10.7332705994845
"Ang Mo Kio","Chong Boon",1.36426476543,103.855652591,"CHOA CHU KANG POLYCLINIC",1.382356,103.752076,11.6882957089286
"Ang Mo Kio","Chong Boon",1.36426476543,103.855652591,"CLEMENTI POLYCLINIC",1.312991,103.765878,11.4935312580661
"Ang Mo Kio","Chong Boon",1.36426476543,103.855652591,"JURONG POLYCLINIC",1.350189,103.730642,13.9845061200158
"Ang Mo Kio","Chong Boon",1.36426476543,103.855652591,"PIONEER POLYCLINIC",1.338732,103.700228,17.5093305392429
"Ang Mo Kio","Chong Boon",1.36426476543,103.855652591,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,9.44189221836315
"Ang Mo Kio","Kebun Bahru",1.37346688128,103.839610084,"ALEXANDRA HOSPITAL",1.286829,103.802524,10.4787627512549
"Ang Mo Kio","Kebun Bahru",1.37346688128,103.839610084,"CHANGI GENERAL HOSPITAL",1.340571,103.949908,12.7951233716695
"Ang Mo Kio","Kebun Bahru",1.37346688128,103.839610084,"INSTITUTE OF MENTAL HEALTH",1.382111,103.885799,5.22368075218583
"Ang Mo Kio","Kebun Bahru",1.37346688128,103.839610084,"KHOO TECK PUAT HOSPITAL",1.42457,103.839433,5.68244163357454
"Ang Mo Kio","Kebun Bahru",1.37346688128,103.839610084,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,7.02702293484294
"Ang Mo Kio","Kebun Bahru",1.37346688128,103.839610084,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,10.8584683327752
"Ang Mo Kio","Kebun Bahru",1.37346688128,103.839610084,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,11.4229485054387
"Ang Mo Kio","Kebun Bahru",1.37346688128,103.839610084,"SENGKANG GENERAL HOSPITAL",1.395568,103.894595,6.58780474127249
"Ang Mo Kio","Kebun Bahru",1.37346688128,103.839610084,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,10.4345271188707
"Ang Mo Kio","Kebun Bahru",1.37346688128,103.839610084,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,5.81208663328012
"Ang Mo Kio","Kebun Bahru",1.37346688128,103.839610084,"WOODLANDS HEALTH",1.425362,103.795606,7.56477622252343
"Ang Mo Kio","Kebun Bahru",1.37346688128,103.839610084,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,6.65470571797493
"Ang Mo Kio","Kebun Bahru",1.37346688128,103.839610084,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KHATIB",1.418365,103.834375,5.0262454962182
"Ang Mo Kio","Kebun Bahru",1.37346688128,103.839610084,"NATIONAL HEALTHCARE GROUP POLYCLINICS - SEMBAWANG",1.448117,103.822965,8.50443563251136
"Ang Mo Kio","Kebun Bahru",1.37346688128,103.839610084,"NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO",1.37451,103.84582,0.699989339955001
"Ang Mo Kio","Kebun Bahru",1.37346688128,103.839610084,"NATIONAL HEALTHCARE GROUP POLYCLINICS - GEYLANG",1.319611,103.887229,7.992714800816
"Ang Mo Kio","Kebun Bahru",1.37346688128,103.839610084,"NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG",1.370231,103.889319,5.53749725946399
"Ang Mo Kio","Kebun Bahru",1.37346688128,103.839610084,"NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH",1.334796,103.858977,4.80884956846156
"Ang Mo Kio","Kebun Bahru",1.37346688128,103.839610084,"NATIONAL HEALTHCARE GROUP POLYCLINICS - WOODLANDS",1.431026,103.776064,9.5321609360907
"Ang Mo Kio","Kebun Bahru",1.37346688128,103.839610084,"NATIONAL HEALTHCARE GROUP POLYCLINICS - YISHUN",1.430583,103.840191,6.35135091674139
"Ang Mo Kio","Kebun Bahru",1.37346688128,103.839610084,"SINGHEALTH POLYCLINICS - BEDOK",1.327443,103.932362,11.510869981664
"Ang Mo Kio","Kebun Bahru",1.37346688128,103.839610084,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,10.2205243876896
"Ang Mo Kio","Kebun Bahru",1.37346688128,103.839610084,"SINGHEALTH POLYCLINICS - MARINE PARADE",1.302615,103.908394,10.9788510938382
"Ang Mo Kio","Kebun Bahru",1.37346688128,103.839610084,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,10.3948313461357
"Ang Mo Kio","Kebun Bahru",1.37346688128,103.839610084,"SINGHEALTH POLYCLINICS - PASIR RIS",1.373674,103.948332,12.0858735919133
"Ang Mo Kio","Kebun Bahru",1.37346688128,103.839610084,"SINGHEALTH POLYCLINICS - SENGKANG",1.392945,103.895375,6.56644493064296
"Ang Mo Kio","Kebun Bahru",1.37346688128,103.839610084,"SINGHEALTH POLYCLINICS - TAMPINES",1.357631,103.946114,11.969563002497
"Ang Mo Kio","Kebun Bahru",1.37346688128,103.839610084,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,10.3502071833797
"Ang Mo Kio","Kebun Bahru",1.37346688128,103.839610084,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,8.80817531762908
"Ang Mo Kio","Kebun Bahru",1.37346688128,103.839610084,"CHOA CHU KANG POLYCLINIC",1.382356,103.752076,9.78060462838916
"Ang Mo Kio","Kebun Bahru",1.37346688128,103.839610084,"CLEMENTI POLYCLINIC",1.312991,103.765878,10.6019359873012
"Ang Mo Kio","Kebun Bahru",1.37346688128,103.839610084,"JURONG POLYCLINIC",1.350189,103.730642,12.3867335809948
"Ang Mo Kio","Kebun Bahru",1.37346688128,103.839610084,"PIONEER POLYCLINIC",1.338732,103.700228,15.9683795954927
"Ang Mo Kio","Kebun Bahru",1.37346688128,103.839610084,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,9.31988380665345
"Ang Mo Kio","Sembawang Hills",1.37471512206,103.83076595,"ALEXANDRA HOSPITAL",1.286829,103.802524,10.264410744072
"Ang Mo Kio","Sembawang Hills",1.37471512206,103.83076595,"CHANGI GENERAL HOSPITAL",1.340571,103.949908,13.7777111424556
"Ang Mo Kio","Sembawang Hills",1.37471512206,103.83076595,"INSTITUTE OF MENTAL HEALTH",1.382111,103.885799,6.1726536476635
"Ang Mo Kio","Sembawang Hills",1.37471512206,103.83076595,"KHOO TECK PUAT HOSPITAL",1.42457,103.839433,5.62670697575744
"Ang Mo Kio","Sembawang Hills",1.37471512206,103.83076595,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,7.34376202767524
"Ang Mo Kio","Sembawang Hills",1.37471512206,103.83076595,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,10.4362159906617
"Ang Mo Kio","Sembawang Hills",1.37471512206,103.83076595,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,10.5791157177797
"Ang Mo Kio","Sembawang Hills",1.37471512206,103.83076595,"SENGKANG GENERAL HOSPITAL",1.395568,103.894595,7.46465833028894
"Ang Mo Kio","Sembawang Hills",1.37471512206,103.83076595,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,10.5885553617424
"Ang Mo Kio","Sembawang Hills",1.37471512206,103.83076595,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,6.14262168137972
"Ang Mo Kio","Sembawang Hills",1.37471512206,103.83076595,"WOODLANDS HEALTH",1.425362,103.795606,6.85504797668798
"Ang Mo Kio","Sembawang Hills",1.37471512206,103.83076595,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,7.15995063921567
"Ang Mo Kio","Sembawang Hills",1.37471512206,103.83076595,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KHATIB",1.418365,103.834375,4.87019732988287
"Ang Mo Kio","Sembawang Hills",1.37471512206,103.83076595,"NATIONAL HEALTHCARE GROUP POLYCLINICS - SEMBAWANG",1.448117,103.822965,8.20785302205364
"Ang Mo Kio","Sembawang Hills",1.37471512206,103.83076595,"NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO",1.37451,103.84582,1.67360768507736
"Ang Mo Kio","Sembawang Hills",1.37471512206,103.83076595,"NATIONAL HEALTHCARE GROUP POLYCLINICS - GEYLANG",1.319611,103.887229,8.77156573631874
"Ang Mo Kio","Sembawang Hills",1.37471512206,103.83076595,"NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG",1.370231,103.889319,6.52800416370449
"Ang Mo Kio","Sembawang Hills",1.37471512206,103.83076595,"NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH",1.334796,103.858977,5.43486716760556
"Ang Mo Kio","Sembawang Hills",1.37471512206,103.83076595,"NATIONAL HEALTHCARE GROUP POLYCLINICS - WOODLANDS",1.431026,103.776064,8.72821708911713
"Ang Mo Kio","Sembawang Hills",1.37471512206,103.83076595,"NATIONAL HEALTHCARE GROUP POLYCLINICS - YISHUN",1.430583,103.840191,6.29995375651518
"Ang Mo Kio","Sembawang Hills",1.37471512206,103.83076595,"SINGHEALTH POLYCLINICS - BEDOK",1.327443,103.932362,12.4571433297725
"Ang Mo Kio","Sembawang Hills",1.37471512206,103.83076595,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,10.1688401991043
"Ang Mo Kio","Sembawang Hills",1.37471512206,103.83076595,"SINGHEALTH POLYCLINICS - MARINE PARADE",1.302615,103.908394,11.77892429596
"Ang Mo Kio","Sembawang Hills",1.37471512206,103.83076595,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,10.574759285847
"Ang Mo Kio","Sembawang Hills",1.37471512206,103.83076595,"SINGHEALTH POLYCLINICS - PASIR RIS",1.373674,103.948332,13.0695012170104
"Ang Mo Kio","Sembawang Hills",1.37471512206,103.83076595,"SINGHEALTH POLYCLINICS - SENGKANG",1.392945,103.895375,7.4626817883061
"Ang Mo Kio","Sembawang Hills",1.37471512206,103.83076595,"SINGHEALTH POLYCLINICS - TAMPINES",1.357631,103.946114,12.962427415219
"Ang Mo Kio","Sembawang Hills",1.37471512206,103.83076595,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,9.43181023715346
"Ang Mo Kio","Sembawang Hills",1.37471512206,103.83076595,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,7.81545016994198
"Ang Mo Kio","Sembawang Hills",1.37471512206,103.83076595,"CHOA CHU KANG POLYCLINIC",1.382356,103.752076,8.78855566146094
"Ang Mo Kio","Sembawang Hills",1.37471512206,103.83076595,"CLEMENTI POLYCLINIC",1.312991,103.765878,9.95675725135121
"Ang Mo Kio","Sembawang Hills",1.37471512206,103.83076595,"JURONG POLYCLINIC",1.350189,103.730642,11.4593740831536
"Ang Mo Kio","Sembawang Hills",1.37471512206,103.83076595,"PIONEER POLYCLINIC",1.338732,103.700228,15.0526014663746
"Ang Mo Kio","Sembawang Hills",1.37471512206,103.83076595,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,9.04698237621155
"Ang Mo Kio","Shangri-La",1.36797210005,103.83839294,"ALEXANDRA HOSPITAL",1.286829,103.802524,9.86449602408894
"Ang Mo Kio","Shangri-La",1.36797210005,103.83839294,"CHANGI GENERAL HOSPITAL",1.340571,103.949908,12.7653918157572
"Ang Mo Kio","Shangri-La",1.36797210005,103.83839294,"INSTITUTE OF MENTAL HEALTH",1.382111,103.885799,5.49931582888703
"Ang Mo Kio","Shangri-La",1.36797210005,103.83839294,"KHOO TECK PUAT HOSPITAL",1.42457,103.839433,6.29446121658014
"Ang Mo Kio","Shangri-La",1.36797210005,103.83839294,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,6.43955020909265
"Ang Mo Kio","Shangri-La",1.36797210005,103.83839294,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,10.2858383294471
"Ang Mo Kio","Shangri-La",1.36797210005,103.83839294,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,11.0766638360907
"Ang Mo Kio","Shangri-La",1.36797210005,103.83839294,"SENGKANG GENERAL HOSPITAL",1.395568,103.894595,6.96045464492762
"Ang Mo Kio","Shangri-La",1.36797210005,103.83839294,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,9.82028207373454
"Ang Mo Kio","Shangri-La",1.36797210005,103.83839294,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,5.22571710211481
